"id","listNum","total_goal","variable","rating","goal"
49423,5,6,"external_motivation",5,"1"
49065,4,3,"external_motivation",1,"1"
48972,5,10,"external_motivation",5,"1"
48916,5,7,"external_motivation",7,"1"
49318,5,10,"external_motivation",3,"1"
48091,3,3,"external_motivation",4,"1"
49109,5,10,"external_motivation",1,"1"
49169,4,6,"external_motivation",5,"1"
49663,3,3,"external_motivation",1,"1"
49682,5,7,"external_motivation",6,"1"
49676,4,4,"external_motivation",4,"1"
49628,5,15,"external_motivation",2,"1"
47098,5,7,"external_motivation",4,"1"
47235,5,5,"external_motivation",6,"1"
48337,4,3,"external_motivation",4,"1"
49656,4,4,"external_motivation",1,"1"
49377,2,2,"external_motivation",5,"1"
49717,4,3,"external_motivation",5,"1"
49025,5,5,"external_motivation",4,"1"
49624,2,2,"external_motivation",7,"1"
47939,4,3,"external_motivation",2,"1"
49749,5,10,"external_motivation",6,"1"
49414,3,3,"external_motivation",7,"1"
49756,4,4,"external_motivation",1,"1"
48709,3,3,"external_motivation",6,"1"
49755,4,4,"external_motivation",5,"1"
49773,2,3,"external_motivation",5,"1"
48817,1,1,"external_motivation",4,"1"
45634,5,4,"external_motivation",3,"1"
49783,4,9,"external_motivation",3,"1"
49583,2,2,"external_motivation",2,"1"
48249,5,7,"external_motivation",6,"1"
48207,4,4,"external_motivation",5,"1"
43491,5,10,"external_motivation",2,"1"
49613,5,3,"external_motivation",1,"1"
48498,5,10,"external_motivation",4,"1"
45914,3,3,"external_motivation",3,"1"
49803,4,4,"external_motivation",6,"1"
45747,2,2,"external_motivation",4,"1"
48271,5,7,"external_motivation",6,"1"
49853,3,3,"external_motivation",1,"1"
49861,3,3,"external_motivation",2,"1"
49716,5,3,"external_motivation",5,"1"
49703,3,3,"external_motivation",1,"1"
47047,5,7,"external_motivation",2,"1"
49690,3,2,"external_motivation",5,"1"
48868,5,5,"external_motivation",3,"1"
48324,5,5,"external_motivation",4,"1"
49608,5,5,"external_motivation",4,"1"
48040,5,8,"external_motivation",2,"1"
49691,3,3,"external_motivation",1,"1"
44595,5,7,"external_motivation",2,"1"
45892,4,4,"external_motivation",4,"1"
49354,4,4,"external_motivation",7,"1"
49629,4,4,"external_motivation",7,"1"
49775,5,5,"external_motivation",1,"1"
49699,3,3,"external_motivation",5,"1"
46631,4,4,"external_motivation",6,"1"
46625,4,4,"external_motivation",1,"1"
48218,5,10,"external_motivation",3,"1"
49916,5,5,"external_motivation",3,"1"
48994,5,5,"external_motivation",4,"1"
49804,4,5,"external_motivation",6,"1"
49719,2,2,"external_motivation",2,"1"
49666,4,3,"external_motivation",5,"1"
49744,4,4,"external_motivation",5,"1"
49108,5,3,"external_motivation",7,"1"
48530,3,3,"external_motivation",2,"1"
47936,5,8,"external_motivation",6,"1"
49927,4,3,"external_motivation",3,"1"
48349,4,5,"external_motivation",5,"1"
45546,5,5,"external_motivation",5,"1"
49625,5,5,"external_motivation",1,"1"
49189,3,2,"external_motivation",5,"1"
49139,3,3,"external_motivation",3,"1"
49645,3,3,"external_motivation",7,"1"
49683,5,5,"external_motivation",1,"1"
48957,5,10,"external_motivation",7,"1"
39135,5,5,"external_motivation",7,"1"
49943,5,5,"external_motivation",7,"1"
49655,3,3,"external_motivation",2,"1"
49610,5,8,"external_motivation",2,"1"
49922,2,2,"external_motivation",1,"1"
49787,5,5,"external_motivation",4,"1"
49924,5,3,"external_motivation",6,"1"
49611,5,10,"external_motivation",5,"1"
49819,5,5,"external_motivation",7,"1"
49960,5,5,"external_motivation",1,"1"
49817,3,3,"external_motivation",3,"1"
49674,5,12,"external_motivation",3,"1"
46624,5,4,"external_motivation",2,"1"
49947,5,5,"external_motivation",5,"1"
49948,2,2,"external_motivation",1,"1"
49795,3,3,"external_motivation",4,"1"
44430,5,3,"external_motivation",7,"1"
47932,3,3,"external_motivation",5,"1"
49697,4,3,"external_motivation",5,"1"
49623,3,3,"external_motivation",2,"1"
49647,4,2,"external_motivation",4,"1"
49929,5,6,"external_motivation",4,"1"
47413,5,10,"external_motivation",6,"1"
49938,3,3,"external_motivation",1,"1"
49789,5,5,"external_motivation",3,"1"
49409,4,3,"external_motivation",4,"1"
49710,3,3,"external_motivation",3,"1"
49671,5,10,"external_motivation",1,"1"
48474,5,5,"external_motivation",3,"1"
49760,5,5,"external_motivation",5,"1"
44664,4,4,"external_motivation",3,"1"
49990,4,3,"external_motivation",6,"1"
49741,4,4,"external_motivation",4,"1"
49506,3,3,"external_motivation",5,"1"
49761,2,2,"external_motivation",1,"1"
49664,2,2,"external_motivation",4,"1"
49936,5,5,"external_motivation",2,"1"
49715,5,5,"external_motivation",5,"1"
49893,4,4,"external_motivation",4,"1"
49835,4,4,"external_motivation",5,"1"
50019,5,3,"external_motivation",4,"1"
49863,4,6,"external_motivation",5,"1"
48505,3,3,"external_motivation",6,"1"
49684,5,5,"external_motivation",6,"1"
49199,5,5,"external_motivation",2,"1"
50022,5,7,"external_motivation",4,"1"
48193,4,4,"external_motivation",5,"1"
49076,5,5,"external_motivation",1,"1"
48314,5,5,"external_motivation",1,"1"
50026,4,4,"external_motivation",2,"1"
49956,4,4,"external_motivation",1,"1"
50027,4,4,"external_motivation",4,"1"
49914,4,4,"external_motivation",4,"1"
49933,5,5,"external_motivation",5,"1"
49963,5,5,"external_motivation",6,"1"
49355,3,3,"external_motivation",2,"1"
46757,3,3,"external_motivation",6,"1"
49802,5,5,"external_motivation",1,"1"
49930,5,6,"external_motivation",2,"1"
49660,3,4,"external_motivation",2,"1"
49830,3,3,"external_motivation",1,"1"
49794,5,9,"external_motivation",1,"1"
48450,5,10,"external_motivation",7,"1"
50038,3,4,"external_motivation",7,"1"
45840,3,3,"external_motivation",2,"1"
49693,5,5,"external_motivation",5,"1"
49622,3,3,"external_motivation",6,"1"
49652,4,2,"external_motivation",3,"1"
50044,4,4,"external_motivation",7,"1"
48008,5,10,"external_motivation",5,"1"
41007,2,2,"external_motivation",1,"1"
49727,5,3,"external_motivation",6,"1"
49638,5,8,"external_motivation",1,"1"
49776,5,7,"external_motivation",1,"1"
47344,5,5,"external_motivation",4,"1"
49871,5,5,"external_motivation",3,"1"
48716,5,5,"introjected_motivation",3,"1"
46704,5,5,"introjected_motivation",6,"1"
49186,5,15,"introjected_motivation",2,"1"
40109,5,5,"introjected_motivation",3,"1"
46675,5,5,"introjected_motivation",6,"1"
43513,4,4,"introjected_motivation",5,"1"
49383,5,5,"introjected_motivation",5,"1"
45843,5,6,"introjected_motivation",6,"1"
48642,3,3,"introjected_motivation",4,"1"
49083,5,6,"introjected_motivation",3,"1"
48725,5,6,"introjected_motivation",7,"1"
49113,4,4,"introjected_motivation",6,"1"
44388,5,5,"introjected_motivation",2,"1"
49359,2,2,"introjected_motivation",5,"1"
45385,5,4,"introjected_motivation",3,"1"
48876,4,4,"introjected_motivation",6,"1"
43800,4,8,"introjected_motivation",5,"1"
41947,3,3,"introjected_motivation",1,"1"
49227,5,5,"introjected_motivation",4,"1"
45994,5,12,"introjected_motivation",7,"1"
49444,5,10,"introjected_motivation",3,"1"
48954,3,3,"introjected_motivation",5,"1"
48932,3,3,"introjected_motivation",5,"1"
48098,4,4,"introjected_motivation",4,"1"
48940,5,7,"introjected_motivation",5,"1"
49245,4,4,"introjected_motivation",7,"1"
47983,3,3,"introjected_motivation",6,"1"
49267,5,5,"introjected_motivation",6,"1"
49346,4,4,"introjected_motivation",5,"1"
48596,5,5,"introjected_motivation",4,"1"
49416,5,5,"introjected_motivation",4,"1"
49477,5,10,"introjected_motivation",5,"1"
48632,4,4,"introjected_motivation",5,"1"
41537,3,3,"introjected_motivation",5,"1"
49207,4,4,"introjected_motivation",2,"1"
48944,5,5,"introjected_motivation",6,"1"
48843,5,5,"introjected_motivation",7,"1"
45998,5,5,"introjected_motivation",6,"1"
49284,3,3,"introjected_motivation",1,"1"
49498,3,1,"introjected_motivation",3,"1"
49408,2,2,"introjected_motivation",7,"1"
49048,3,3,"introjected_motivation",4,"1"
48960,2,2,"introjected_motivation",5,"1"
49054,5,10,"introjected_motivation",6,"1"
48925,4,4,"introjected_motivation",5,"1"
44064,5,14,"introjected_motivation",7,"1"
49240,3,3,"introjected_motivation",5,"1"
49500,5,6,"introjected_motivation",4,"1"
49592,5,5,"introjected_motivation",6,"1"
31279,3,3,"introjected_motivation",5,"1"
49543,5,6,"introjected_motivation",2,"1"
49235,5,8,"introjected_motivation",1,"1"
49442,5,10,"introjected_motivation",2,"1"
49516,2,2,"introjected_motivation",4,"1"
49045,5,11,"introjected_motivation",7,"1"
49423,5,6,"introjected_motivation",7,"1"
49065,4,3,"introjected_motivation",4,"1"
48972,5,10,"introjected_motivation",1,"1"
48916,5,7,"introjected_motivation",5,"1"
49318,5,10,"introjected_motivation",7,"1"
48091,3,3,"introjected_motivation",1,"1"
49109,5,10,"introjected_motivation",2,"1"
49169,4,6,"introjected_motivation",3,"1"
49663,3,3,"introjected_motivation",2,"1"
49682,5,7,"introjected_motivation",7,"1"
49676,4,4,"introjected_motivation",6,"1"
49628,5,15,"introjected_motivation",5,"1"
47098,5,7,"introjected_motivation",7,"1"
47235,5,5,"introjected_motivation",4,"1"
48337,4,3,"introjected_motivation",4,"1"
49656,4,4,"introjected_motivation",1,"1"
49377,2,2,"introjected_motivation",5,"1"
49717,4,3,"introjected_motivation",7,"1"
49025,5,5,"introjected_motivation",5,"1"
49624,2,2,"introjected_motivation",7,"1"
47939,4,3,"introjected_motivation",2,"1"
49749,5,10,"introjected_motivation",1,"1"
49414,3,3,"introjected_motivation",7,"1"
49756,4,4,"introjected_motivation",6,"1"
48709,3,3,"introjected_motivation",6,"1"
49755,4,4,"introjected_motivation",5,"1"
49773,2,3,"introjected_motivation",6,"1"
48817,1,1,"introjected_motivation",7,"1"
45634,5,4,"introjected_motivation",5,"1"
49783,4,9,"introjected_motivation",6,"1"
49583,2,2,"introjected_motivation",3,"1"
48249,5,7,"introjected_motivation",5,"1"
48207,4,4,"introjected_motivation",5,"1"
43491,5,10,"introjected_motivation",5,"1"
49613,5,3,"introjected_motivation",1,"1"
48498,5,10,"introjected_motivation",7,"1"
45914,3,3,"introjected_motivation",5,"1"
49803,4,4,"introjected_motivation",5,"1"
45747,2,2,"introjected_motivation",4,"1"
48271,5,7,"introjected_motivation",7,"1"
49853,3,3,"introjected_motivation",1,"1"
49861,3,3,"introjected_motivation",7,"1"
49716,5,3,"introjected_motivation",6,"1"
49703,3,3,"introjected_motivation",1,"1"
47047,5,7,"introjected_motivation",7,"1"
49690,3,2,"introjected_motivation",5,"1"
48868,5,5,"introjected_motivation",5,"1"
48324,5,5,"introjected_motivation",2,"1"
49608,5,5,"introjected_motivation",4,"1"
48040,5,8,"introjected_motivation",1,"1"
49691,3,3,"introjected_motivation",1,"1"
44595,5,7,"introjected_motivation",5,"1"
45892,4,4,"introjected_motivation",4,"1"
49354,4,4,"introjected_motivation",6,"1"
49629,4,4,"introjected_motivation",7,"1"
49775,5,5,"introjected_motivation",4,"1"
49699,3,3,"introjected_motivation",6,"1"
46631,4,4,"introjected_motivation",4,"1"
46625,4,4,"introjected_motivation",1,"1"
48218,5,10,"introjected_motivation",4,"1"
49916,5,5,"introjected_motivation",6,"1"
48994,5,5,"introjected_motivation",7,"1"
49804,4,5,"introjected_motivation",7,"1"
49719,2,2,"introjected_motivation",5,"1"
49666,4,3,"introjected_motivation",5,"1"
49744,4,4,"introjected_motivation",7,"1"
49108,5,3,"introjected_motivation",7,"1"
48530,3,3,"introjected_motivation",4,"1"
47936,5,8,"introjected_motivation",7,"1"
49927,4,3,"introjected_motivation",3,"1"
48349,4,5,"introjected_motivation",6,"1"
45546,5,5,"introjected_motivation",6,"1"
49625,5,5,"introjected_motivation",3,"1"
49189,3,2,"introjected_motivation",2,"1"
49139,3,3,"introjected_motivation",1,"1"
49645,3,3,"introjected_motivation",1,"1"
49683,5,5,"introjected_motivation",1,"1"
48957,5,10,"introjected_motivation",5,"1"
39135,5,5,"introjected_motivation",6,"1"
49943,5,5,"introjected_motivation",5,"1"
49655,3,3,"introjected_motivation",4,"1"
49610,5,8,"introjected_motivation",3,"1"
49922,2,2,"introjected_motivation",5,"1"
49787,5,5,"introjected_motivation",1,"1"
49924,5,3,"introjected_motivation",7,"1"
49611,5,10,"introjected_motivation",4,"1"
49819,5,5,"introjected_motivation",3,"1"
49960,5,5,"introjected_motivation",1,"1"
49817,3,3,"introjected_motivation",3,"1"
49674,5,12,"introjected_motivation",3,"1"
46624,5,4,"introjected_motivation",2,"1"
49947,5,5,"introjected_motivation",4,"1"
49948,2,2,"introjected_motivation",NA,"1"
49795,3,3,"introjected_motivation",7,"1"
44430,5,3,"introjected_motivation",4,"1"
47932,3,3,"introjected_motivation",3,"1"
49697,4,3,"introjected_motivation",2,"1"
49623,3,3,"introjected_motivation",5,"1"
49647,4,2,"introjected_motivation",4,"1"
49929,5,6,"introjected_motivation",4,"1"
47413,5,10,"introjected_motivation",7,"1"
49938,3,3,"introjected_motivation",4,"1"
49789,5,5,"introjected_motivation",2,"1"
49409,4,3,"introjected_motivation",4,"1"
49710,3,3,"introjected_motivation",5,"1"
49671,5,10,"introjected_motivation",7,"1"
48474,5,5,"introjected_motivation",6,"1"
49760,5,5,"introjected_motivation",5,"1"
44664,4,4,"introjected_motivation",5,"1"
49990,4,3,"introjected_motivation",5,"1"
49741,4,4,"introjected_motivation",4,"1"
49506,3,3,"introjected_motivation",5,"1"
49761,2,2,"introjected_motivation",4,"1"
49664,2,2,"introjected_motivation",2,"1"
49936,5,5,"introjected_motivation",5,"1"
49715,5,5,"introjected_motivation",6,"1"
49893,4,4,"introjected_motivation",2,"1"
49835,4,4,"introjected_motivation",7,"1"
50019,5,3,"introjected_motivation",5,"1"
49863,4,6,"introjected_motivation",6,"1"
48505,3,3,"introjected_motivation",7,"1"
49684,5,5,"introjected_motivation",6,"1"
49199,5,5,"introjected_motivation",5,"1"
50022,5,7,"introjected_motivation",2,"1"
48193,4,4,"introjected_motivation",3,"1"
49076,5,5,"introjected_motivation",1,"1"
48314,5,5,"introjected_motivation",4,"1"
50026,4,4,"introjected_motivation",2,"1"
49956,4,4,"introjected_motivation",3,"1"
50027,4,4,"introjected_motivation",5,"1"
49914,4,4,"introjected_motivation",3,"1"
49933,5,5,"introjected_motivation",5,"1"
49963,5,5,"introjected_motivation",5,"1"
49355,3,3,"introjected_motivation",4,"1"
46757,3,3,"introjected_motivation",4,"1"
49802,5,5,"introjected_motivation",2,"1"
49930,5,6,"introjected_motivation",6,"1"
49660,3,4,"introjected_motivation",4,"1"
49830,3,3,"introjected_motivation",3,"1"
49794,5,9,"introjected_motivation",1,"1"
48450,5,10,"introjected_motivation",5,"1"
50038,3,4,"introjected_motivation",4,"1"
45840,3,3,"introjected_motivation",2,"1"
49693,5,5,"introjected_motivation",4,"1"
49622,3,3,"introjected_motivation",4,"1"
49652,4,2,"introjected_motivation",5,"1"
50044,4,4,"introjected_motivation",6,"1"
48008,5,10,"introjected_motivation",6,"1"
41007,2,2,"introjected_motivation",1,"1"
49727,5,3,"introjected_motivation",7,"1"
49638,5,8,"introjected_motivation",1,"1"
49776,5,7,"introjected_motivation",5,"1"
47344,5,5,"introjected_motivation",7,"1"
49871,5,5,"introjected_motivation",1,"1"
48716,5,5,"identified_motivation",5,"1"
46704,5,5,"identified_motivation",7,"1"
49186,5,15,"identified_motivation",6,"1"
40109,5,5,"identified_motivation",7,"1"
46675,5,5,"identified_motivation",5,"1"
43513,4,4,"identified_motivation",6,"1"
49383,5,5,"identified_motivation",7,"1"
45843,5,6,"identified_motivation",4,"1"
48642,3,3,"identified_motivation",6,"1"
49083,5,6,"identified_motivation",5,"1"
48725,5,6,"identified_motivation",7,"1"
49113,4,4,"identified_motivation",6,"1"
44388,5,5,"identified_motivation",5,"1"
49359,2,2,"identified_motivation",6,"1"
45385,5,4,"identified_motivation",6,"1"
48876,4,4,"identified_motivation",6,"1"
43800,4,8,"identified_motivation",5,"1"
41947,3,3,"identified_motivation",5,"1"
49227,5,5,"identified_motivation",7,"1"
45994,5,12,"identified_motivation",7,"1"
49444,5,10,"identified_motivation",7,"1"
48954,3,3,"identified_motivation",4,"1"
48932,3,3,"identified_motivation",7,"1"
48098,4,4,"identified_motivation",6,"1"
48940,5,7,"identified_motivation",6,"1"
49245,4,4,"identified_motivation",5,"1"
47983,3,3,"identified_motivation",7,"1"
49267,5,5,"identified_motivation",4,"1"
49346,4,4,"identified_motivation",5,"1"
48596,5,5,"identified_motivation",6,"1"
49416,5,5,"identified_motivation",7,"1"
49477,5,10,"identified_motivation",5,"1"
48632,4,4,"identified_motivation",6,"1"
41537,3,3,"identified_motivation",5,"1"
49207,4,4,"identified_motivation",6,"1"
48944,5,5,"identified_motivation",7,"1"
48843,5,5,"identified_motivation",6,"1"
45998,5,5,"identified_motivation",7,"1"
49284,3,3,"identified_motivation",6,"1"
49498,3,1,"identified_motivation",7,"1"
49408,2,2,"identified_motivation",7,"1"
49048,3,3,"identified_motivation",7,"1"
48960,2,2,"identified_motivation",7,"1"
49054,5,10,"identified_motivation",7,"1"
48925,4,4,"identified_motivation",6,"1"
44064,5,14,"identified_motivation",7,"1"
49240,3,3,"identified_motivation",7,"1"
49500,5,6,"identified_motivation",5,"1"
49592,5,5,"identified_motivation",7,"1"
31279,3,3,"identified_motivation",7,"1"
49543,5,6,"identified_motivation",6,"1"
49235,5,8,"identified_motivation",4,"1"
49442,5,10,"identified_motivation",7,"1"
49516,2,2,"identified_motivation",6,"1"
49045,5,11,"identified_motivation",7,"1"
49423,5,6,"identified_motivation",7,"1"
49065,4,3,"identified_motivation",7,"1"
48972,5,10,"identified_motivation",5,"1"
48916,5,7,"identified_motivation",6,"1"
49318,5,10,"identified_motivation",6,"1"
48091,3,3,"identified_motivation",7,"1"
49109,5,10,"identified_motivation",5,"1"
49169,4,6,"identified_motivation",2,"1"
49663,3,3,"identified_motivation",5,"1"
49682,5,7,"identified_motivation",2,"1"
49676,4,4,"identified_motivation",7,"1"
49628,5,15,"identified_motivation",6,"1"
47098,5,7,"identified_motivation",6,"1"
47235,5,5,"identified_motivation",7,"1"
48337,4,3,"identified_motivation",6,"1"
49656,4,4,"identified_motivation",7,"1"
49377,2,2,"identified_motivation",6,"1"
49717,4,3,"identified_motivation",7,"1"
49025,5,5,"identified_motivation",6,"1"
49624,2,2,"identified_motivation",7,"1"
47939,4,3,"identified_motivation",6,"1"
49749,5,10,"identified_motivation",7,"1"
49414,3,3,"identified_motivation",7,"1"
49756,4,4,"identified_motivation",4,"1"
48709,3,3,"identified_motivation",7,"1"
49755,4,4,"identified_motivation",5,"1"
49773,2,3,"identified_motivation",6,"1"
48817,1,1,"identified_motivation",7,"1"
45634,5,4,"identified_motivation",6,"1"
49783,4,9,"identified_motivation",7,"1"
49583,2,2,"identified_motivation",5,"1"
48249,5,7,"identified_motivation",7,"1"
48207,4,4,"identified_motivation",6,"1"
43491,5,10,"identified_motivation",7,"1"
49613,5,3,"identified_motivation",6,"1"
48498,5,10,"identified_motivation",7,"1"
45914,3,3,"identified_motivation",7,"1"
49803,4,4,"identified_motivation",6,"1"
45747,2,2,"identified_motivation",6,"1"
48271,5,7,"identified_motivation",5,"1"
49853,3,3,"identified_motivation",7,"1"
49861,3,3,"identified_motivation",7,"1"
49716,5,3,"identified_motivation",6,"1"
49703,3,3,"identified_motivation",7,"1"
47047,5,7,"identified_motivation",6,"1"
49690,3,2,"identified_motivation",5,"1"
48868,5,5,"identified_motivation",7,"1"
48324,5,5,"identified_motivation",5,"1"
49608,5,5,"identified_motivation",7,"1"
48040,5,8,"identified_motivation",4,"1"
49691,3,3,"identified_motivation",5,"1"
44595,5,7,"identified_motivation",5,"1"
45892,4,4,"identified_motivation",7,"1"
49354,4,4,"identified_motivation",6,"1"
49629,4,4,"identified_motivation",7,"1"
49775,5,5,"identified_motivation",5,"1"
49699,3,3,"identified_motivation",7,"1"
46631,4,4,"identified_motivation",7,"1"
46625,4,4,"identified_motivation",7,"1"
48218,5,10,"identified_motivation",5,"1"
49916,5,5,"identified_motivation",6,"1"
48994,5,5,"identified_motivation",7,"1"
49804,4,5,"identified_motivation",7,"1"
49719,2,2,"identified_motivation",6,"1"
49666,4,3,"identified_motivation",7,"1"
49744,4,4,"identified_motivation",7,"1"
49108,5,3,"identified_motivation",5,"1"
48530,3,3,"identified_motivation",6,"1"
47936,5,8,"identified_motivation",7,"1"
49927,4,3,"identified_motivation",6,"1"
48349,4,5,"identified_motivation",7,"1"
45546,5,5,"identified_motivation",7,"1"
49625,5,5,"identified_motivation",7,"1"
49189,3,2,"identified_motivation",1,"1"
49139,3,3,"identified_motivation",6,"1"
49645,3,3,"identified_motivation",6,"1"
49683,5,5,"identified_motivation",7,"1"
48957,5,10,"identified_motivation",6,"1"
39135,5,5,"identified_motivation",7,"1"
49943,5,5,"identified_motivation",6,"1"
49655,3,3,"identified_motivation",7,"1"
49610,5,8,"identified_motivation",6,"1"
49922,2,2,"identified_motivation",2,"1"
49787,5,5,"identified_motivation",6,"1"
49924,5,3,"identified_motivation",7,"1"
49611,5,10,"identified_motivation",7,"1"
49819,5,5,"identified_motivation",6,"1"
49960,5,5,"identified_motivation",6,"1"
49817,3,3,"identified_motivation",7,"1"
49674,5,12,"identified_motivation",6,"1"
46624,5,4,"identified_motivation",5,"1"
49947,5,5,"identified_motivation",5,"1"
49948,2,2,"identified_motivation",1,"1"
49795,3,3,"identified_motivation",7,"1"
44430,5,3,"identified_motivation",7,"1"
47932,3,3,"identified_motivation",6,"1"
49697,4,3,"identified_motivation",6,"1"
49623,3,3,"identified_motivation",5,"1"
49647,4,2,"identified_motivation",5,"1"
49929,5,6,"identified_motivation",6,"1"
47413,5,10,"identified_motivation",7,"1"
49938,3,3,"identified_motivation",7,"1"
49789,5,5,"identified_motivation",6,"1"
49409,4,3,"identified_motivation",4,"1"
49710,3,3,"identified_motivation",6,"1"
49671,5,10,"identified_motivation",7,"1"
48474,5,5,"identified_motivation",5,"1"
49760,5,5,"identified_motivation",6,"1"
44664,4,4,"identified_motivation",7,"1"
49990,4,3,"identified_motivation",7,"1"
49741,4,4,"identified_motivation",4,"1"
49506,3,3,"identified_motivation",7,"1"
49761,2,2,"identified_motivation",5,"1"
49664,2,2,"identified_motivation",5,"1"
49936,5,5,"identified_motivation",6,"1"
49715,5,5,"identified_motivation",6,"1"
49893,4,4,"identified_motivation",6,"1"
49835,4,4,"identified_motivation",7,"1"
50019,5,3,"identified_motivation",6,"1"
49863,4,6,"identified_motivation",6,"1"
48505,3,3,"identified_motivation",5,"1"
49684,5,5,"identified_motivation",5,"1"
49199,5,5,"identified_motivation",6,"1"
50022,5,7,"identified_motivation",1,"1"
48193,4,4,"identified_motivation",7,"1"
49076,5,5,"identified_motivation",7,"1"
48314,5,5,"identified_motivation",7,"1"
50026,4,4,"identified_motivation",2,"1"
49956,4,4,"identified_motivation",7,"1"
50027,4,4,"identified_motivation",4,"1"
49914,4,4,"identified_motivation",5,"1"
49933,5,5,"identified_motivation",6,"1"
49963,5,5,"identified_motivation",6,"1"
49355,3,3,"identified_motivation",7,"1"
46757,3,3,"identified_motivation",7,"1"
49802,5,5,"identified_motivation",4,"1"
49930,5,6,"identified_motivation",5,"1"
49660,3,4,"identified_motivation",7,"1"
49830,3,3,"identified_motivation",6,"1"
49794,5,9,"identified_motivation",7,"1"
48450,5,10,"identified_motivation",6,"1"
50038,3,4,"identified_motivation",5,"1"
45840,3,3,"identified_motivation",5,"1"
49693,5,5,"identified_motivation",6,"1"
49622,3,3,"identified_motivation",7,"1"
49652,4,2,"identified_motivation",6,"1"
50044,4,4,"identified_motivation",5,"1"
48008,5,10,"identified_motivation",5,"1"
41007,2,2,"identified_motivation",6,"1"
49727,5,3,"identified_motivation",5,"1"
49638,5,8,"identified_motivation",6,"1"
49776,5,7,"identified_motivation",5,"1"
47344,5,5,"identified_motivation",5,"1"
49871,5,5,"identified_motivation",7,"1"
48716,5,5,"intrinsic_motivation",4,"1"
46704,5,5,"intrinsic_motivation",4,"1"
49186,5,15,"intrinsic_motivation",7,"1"
40109,5,5,"intrinsic_motivation",4,"1"
46675,5,5,"intrinsic_motivation",3,"1"
43513,4,4,"intrinsic_motivation",1,"1"
49383,5,5,"intrinsic_motivation",2,"1"
45843,5,6,"intrinsic_motivation",2,"1"
48642,3,3,"intrinsic_motivation",4,"1"
49083,5,6,"intrinsic_motivation",4,"1"
48725,5,6,"intrinsic_motivation",4,"1"
49113,4,4,"intrinsic_motivation",1,"1"
44388,5,5,"intrinsic_motivation",1,"1"
49359,2,2,"intrinsic_motivation",3,"1"
45385,5,4,"intrinsic_motivation",5,"1"
48876,4,4,"intrinsic_motivation",3,"1"
43800,4,8,"intrinsic_motivation",5,"1"
41947,3,3,"intrinsic_motivation",6,"1"
49227,5,5,"intrinsic_motivation",5,"1"
45994,5,12,"intrinsic_motivation",4,"1"
49444,5,10,"intrinsic_motivation",3,"1"
48954,3,3,"intrinsic_motivation",2,"1"
48932,3,3,"intrinsic_motivation",2,"1"
48098,4,4,"intrinsic_motivation",2,"1"
48940,5,7,"intrinsic_motivation",3,"1"
49245,4,4,"intrinsic_motivation",2,"1"
47983,3,3,"intrinsic_motivation",6,"1"
49267,5,5,"intrinsic_motivation",3,"1"
49346,4,4,"intrinsic_motivation",5,"1"
48596,5,5,"intrinsic_motivation",4,"1"
49416,5,5,"intrinsic_motivation",7,"1"
49477,5,10,"intrinsic_motivation",1,"1"
48632,4,4,"intrinsic_motivation",3,"1"
41537,3,3,"intrinsic_motivation",5,"1"
49207,4,4,"intrinsic_motivation",2,"1"
48944,5,5,"intrinsic_motivation",2,"1"
48843,5,5,"intrinsic_motivation",1,"1"
45998,5,5,"intrinsic_motivation",6,"1"
49284,3,3,"intrinsic_motivation",4,"1"
49498,3,1,"intrinsic_motivation",6,"1"
49408,2,2,"intrinsic_motivation",3,"1"
49048,3,3,"intrinsic_motivation",6,"1"
48960,2,2,"intrinsic_motivation",2,"1"
49054,5,10,"intrinsic_motivation",4,"1"
48925,4,4,"intrinsic_motivation",4,"1"
44064,5,14,"intrinsic_motivation",2,"1"
49240,3,3,"intrinsic_motivation",4,"1"
49500,5,6,"intrinsic_motivation",6,"1"
49592,5,5,"intrinsic_motivation",6,"1"
31279,3,3,"intrinsic_motivation",4,"1"
49543,5,6,"intrinsic_motivation",7,"1"
49235,5,8,"intrinsic_motivation",7,"1"
49442,5,10,"intrinsic_motivation",5,"1"
49516,2,2,"intrinsic_motivation",6,"1"
49045,5,11,"intrinsic_motivation",1,"1"
49423,5,6,"intrinsic_motivation",3,"1"
49065,4,3,"intrinsic_motivation",4,"1"
48972,5,10,"intrinsic_motivation",7,"1"
48916,5,7,"intrinsic_motivation",5,"1"
49318,5,10,"intrinsic_motivation",4,"1"
48091,3,3,"intrinsic_motivation",4,"1"
49109,5,10,"intrinsic_motivation",6,"1"
49169,4,6,"intrinsic_motivation",5,"1"
49663,3,3,"intrinsic_motivation",3,"1"
49682,5,7,"intrinsic_motivation",2,"1"
49676,4,4,"intrinsic_motivation",4,"1"
49628,5,15,"intrinsic_motivation",4,"1"
47098,5,7,"intrinsic_motivation",6,"1"
47235,5,5,"intrinsic_motivation",2,"1"
48337,4,3,"intrinsic_motivation",3,"1"
49656,4,4,"intrinsic_motivation",6,"1"
49377,2,2,"intrinsic_motivation",4,"1"
49717,4,3,"intrinsic_motivation",5,"1"
49025,5,5,"intrinsic_motivation",2,"1"
49624,2,2,"intrinsic_motivation",1,"1"
47939,4,3,"intrinsic_motivation",4,"1"
49749,5,10,"intrinsic_motivation",2,"1"
49414,3,3,"intrinsic_motivation",3,"1"
49756,4,4,"intrinsic_motivation",3,"1"
